date,daily_consumption,AWND,PRCP,TMAX,TMIN
2008-04-25,1267.734,2.5,0.0,21.7,13.3
2008-04-26,903.166,3.4,0.3,17.8,10.6
2008-04-27,1008.24,1.9,1.0,13.3,8.3
2008-04-28,659.052,3.1,30.0,14.4,8.3
2008-04-29,1972.616,3.1,1.0,13.9,7.8
2008-04-30,1101.726,2.9,0.0,13.9,5.6
2008-05-01,576.014,2.6,1.5,15.6,6.7
2008-05-02,1497.768,4.3,3.8,12.2,9.4
2008-05-03,1289.6,5.5,0.0,14.4,8.3
2008-05-04,1470.97,2.3,0.8,21.7,8.9
2008-05-05,1366.932,2.2,0.0,22.8,10.0
2008-05-06,1789.98,1.2,0.0,26.1,10.6
2008-05-07,1176.264,2.3,0.0,24.4,13.3
2008-05-08,2116.698,2.8,0.8,22.8,17.2
2008-05-09,1747.272,5.0,32.3,17.8,8.9
2008-05-10,1909.128,1.9,0.0,18.9,8.9
2008-05-11,1610.92,3.3,0.0,16.7,9.4
2008-05-12,1524.204,6.5,8.4,12.2,7.2
2008-05-13,1476.894,3.5,0.0,22.2,10.0
2008-05-14,1584.262,2.4,0.0,24.4,10.0
2008-05-15,1162.768,1.5,0.0,23.9,11.7
2008-05-16,1648.03,3.9,24.1,16.7,9.4
2008-05-17,1657.454,2.9,1.0,22.2,8.3
2008-05-18,1803.958,2.1,3.8,18.9,11.1
2008-05-19,1030.262,3.4,0.0,15.0,9.4
2008-05-20,1581.334,2.2,11.4,13.3,8.9
2008-05-21,1324.112,1.8,0.0,20.0,8.3
2008-05-22,976.868,2.9,2.0,15.6,8.3
2008-05-23,1484.916,3.6,0.0,20.6,9.4
2008-05-24,1580.176,2.1,0.0,21.7,11.7
2008-05-25,2048.504,2.1,0.0,25.0,11.7
2008-05-26,1289.71,3.1,0.0,26.7,14.4
2008-05-27,1708.7,3.1,5.8,28.3,15.6
2008-05-28,1114.372,3.0,0.0,20.0,11.7
2008-05-29,1135.076,2.3,0.0,23.9,10.0
2008-05-30,1397.244,2.1,0.0,27.8,14.4
2008-05-31,1641.47,2.6,6.1,24.4,17.8
2008-06-01,1848.876,2.8,0.0,27.8,18.3
2008-06-02,1074.012,2.7,0.0,26.7,15.6
2008-06-03,1597.816,1.9,0.0,28.9,17.8
2008-06-04,1588.912,2.2,17.0,21.7,13.9
2008-06-05,1120.078,2.6,0.3,23.3,16.1
2008-06-06,1217.714,2.0,0.0,23.3,15.0
2008-06-07,1882.484,1.8,0.0,34.4,16.1
2008-06-08,1542.322,2.1,2.5,33.9,23.3
2008-06-09,1325.698,2.7,0.0,35.6,24.4
2008-06-10,1067.09,2.1,1.0,35.6,20.6
2008-06-11,1123.206,2.0,0.0,29.4,21.1
2008-06-12,1259.332,2.2,0.0,29.4,20.6
2008-06-13,1874.28,2.1,0.0,28.3,18.9
2008-06-14,1384.92,1.4,51.1,31.7,20.0
2008-06-15,2289.102,1.6,2.0,28.3,18.3
2008-06-16,1303.044,1.7,5.3,25.6,16.1
2008-06-17,1145.084,2.7,0.0,23.9,16.1
2008-06-18,1893.608,1.6,1.8,22.8,13.9
2008-06-19,1588.082,1.8,0.0,24.4,13.9
2008-06-20,1676.104,1.6,5.1,26.1,16.1
2008-06-21,1734.254,1.4,0.0,28.3,15.6
2008-06-22,1566.416,2.7,1.3,26.1,20.6
2008-06-23,1251.796,1.2,1.5,26.1,20.6
2008-06-24,1754.452,2.6,2.5,26.7,17.8
2008-06-25,1261.77,2.5,0.0,28.3,17.2
2008-06-26,1056.02,2.2,0.8,27.2,21.7
2008-06-27,1755.152,1.7,0.0,28.3,22.8
2008-06-28,1208.8,1.2,11.9,31.7,22.2
2008-06-29,749.352,2.1,15.0,31.1,21.1
2008-06-30,804.196,2.0,0.3,28.3,21.1
2008-07-01,1215.24,2.1,0.0,29.4,21.1
2008-07-02,1147.202,2.1,0.0,29.4,19.4
2008-07-03,1098.36,3.0,0.0,31.7,21.7
2008-07-04,942.02,1.2,8.1,25.6,20.6
2008-07-05,1469.088,1.1,6.4,23.3,20.0
2008-07-06,1805.064,2.0,0.0,26.1,20.0
2008-07-07,983.39,1.6,0.0,27.8,21.1
2008-07-08,1126.214,2.9,0.0,31.7,22.8
2008-07-09,919.318,2.8,1.3,29.4,23.3
2008-07-10,1251.276,2.6,0.0,29.4,21.7
2008-07-11,1254.216,1.9,0.0,30.6,18.9
2008-07-12,1328.852,2.4,0.0,29.4,21.7
2008-07-13,1253.754,3.2,0.0,28.9,21.7
2008-07-14,1137.926,1.4,11.9,27.2,19.4
2008-07-15,1155.86,1.6,0.0,31.7,21.1
2008-07-16,1077.062,1.4,0.0,33.3,21.1
2008-07-17,1319.122,1.5,0.0,33.9,22.2
2008-07-18,1261.584,2.1,0.0,34.4,23.3
2008-07-19,1344.014,2.8,0.0,35.6,25.6
2008-07-20,941.534,3.1,0.3,34.4,23.9
2008-07-21,1156.478,2.5,0.3,33.3,22.8
2008-07-22,740.242,2.8,0.3,30.6,22.8
2008-07-23,942.63,2.2,25.4,26.7,20.6
2008-07-24,1093.45,2.9,16.8,27.2,20.6
2008-07-25,865.534,1.6,0.0,30.0,18.9
2008-07-26,815.684,2.6,0.0,30.6,21.7
2008-07-27,1147.396,2.1,1.5,28.3,19.4
2008-07-28,825.804,1.1,0.0,30.0,18.9
2008-07-29,1166.558,1.9,0.0,31.7,22.2
2008-07-30,1299.908,1.7,0.0,30.6,22.2
2008-07-31,1392.638,1.8,0.0,31.7,23.9
2008-08-01,739.576,1.5,0.0,32.2,23.3
2008-08-02,505.776,1.4,13.0,27.2,19.4
2008-08-03,504.782,2.7,0.0,28.9,17.8
2008-08-04,1125.92,2.6,0.0,29.4,20.0
2008-08-05,827.118,2.2,1.0,30.0,20.6
2008-08-06,326.112,2.4,8.4,30.6,21.1
2008-08-07,334.884,1.9,2.0,30.0,18.9
2008-08-08,302.2,2.2,4.3,26.7,17.8
2008-08-09,358.924,1.9,0.0,27.2,17.2
2008-08-10,352.032,2.1,1.0,27.2,18.3
2008-08-11,371.916,1.9,30.0,22.8,15.0
2008-08-12,288.984,2.5,0.0,27.8,15.6
2008-08-13,282.584,1.6,0.0,28.3,17.8
2008-08-14,270.258,1.4,12.7,30.0,17.8
2008-08-15,273.654,1.0,14.0,26.7,17.8
2008-08-16,274.814,1.4,0.0,27.2,17.2
2008-08-17,274.796,2.0,0.0,28.3,18.3
2008-08-18,273.758,2.8,0.0,30.6,21.1
2008-08-19,274.692,2.9,0.0,28.3,18.3
2008-08-20,268.472,1.9,0.0,25.6,14.4
2008-08-21,261.298,1.5,0.0,27.8,16.7
2008-08-22,267.124,1.4,0.0,28.3,18.9
2008-08-23,254.642,1.7,0.0,27.2,18.9
2008-08-24,254.716,2.2,0.0,27.8,20.0
2008-08-25,250.298,2.6,0.0,29.4,19.4
2008-08-26,257.564,2.7,0.0,26.7,16.1
2008-08-27,258.114,2.3,0.0,26.1,16.1
2008-08-28,268.246,1.8,0.0,28.9,17.2
2008-08-29,267.588,2.2,0.0,27.2,19.4
2008-08-30,270.424,1.1,55.4,28.3,19.4
2008-08-31,1500.614,1.7,0.0,28.9,18.3
2008-09-01,1247.51,1.8,0.0,28.9,17.8
2008-09-02,1384.154,2.2,0.0,31.1,20.0
2008-09-03,1388.486,2.2,0.0,28.3,20.0
2008-09-04,1225.22,2.1,0.0,32.2,21.1
2008-09-05,873.96,3.0,7.1,30.0,22.2
2008-09-06,1868.574,3.4,82.8,27.2,21.1
2008-09-07,1372.656,3.0,0.0,26.7,19.4
2008-09-08,1309.324,1.7,0.0,27.2,17.8
2008-09-09,1159.654,2.2,11.4,23.9,18.3
2008-09-10,1300.764,2.4,0.0,22.8,15.0
2008-09-11,1028.714,2.0,0.0,22.2,16.1
2008-09-12,1392.762,2.2,9.9,21.1,17.2
2008-09-13,1631.436,0.7,0.0,27.2,18.3
2008-09-14,1576.326,2.2,0.0,31.1,21.1
2008-09-15,1697.708,3.5,0.0,28.3,18.3
2008-09-16,1221.862,1.8,0.0,21.1,16.1
2008-09-17,1519.21,1.0,0.0,23.3,13.9
2008-09-18,1505.29,3.3,0.0,22.8,15.0
2008-09-19,1518.846,3.9,0.0,18.9,11.1
2008-09-20,1304.6,1.6,0.0,20.6,10.6
2008-09-21,1533.07,1.0,0.0,26.7,13.3
2008-09-22,1358.564,3.2,0.0,23.3,15.6
2008-09-23,1232.788,2.5,0.0,21.1,12.2
2008-09-24,1718.35,2.6,0.0,20.6,12.8
2008-09-25,1131.22,5.2,3.8,18.3,12.8
2008-09-26,1431.45,5.1,59.4,18.9,13.3
2008-09-27,2127.446,3.0,0.3,20.6,17.2
2008-09-28,1731.104,0.8,4.3,21.7,18.9
2008-09-29,1501.738,2.1,0.0,23.3,16.1
2008-09-30,1375.006,0.9,0.0,20.6,15.0
2008-10-01,1872.364,1.4,7.6,21.7,13.9
2008-10-02,1345.342,3.3,0.0,16.7,11.1
2008-10-03,1612.58,2.6,0.0,16.7,10.6
2008-10-04,2100.496,1.5,0.0,16.1,8.3
2008-10-05,1549.95,1.9,8.1,16.7,11.1
2008-10-06,1423.782,2.3,0.0,17.8,8.3
2008-10-07,1726.568,1.4,0.0,17.2,6.7
2008-10-08,1860.576,1.9,0.3,17.8,8.3
2008-10-09,1983.682,2.8,1.0,23.9,14.4
2008-10-10,1518.338,1.4,0.0,22.2,14.4
2008-10-11,1669.386,1.3,0.0,20.6,11.1
2008-10-12,1907.94,1.4,0.0,21.1,11.7
2008-10-13,1461.976,1.6,0.0,23.3,14.4
2008-10-14,1609.056,1.8,0.0,20.0,14.4
2008-10-15,2156.896,1.0,0.0,21.1,13.9
2008-10-16,1583.68,2.4,0.0,23.9,12.8
2008-10-17,1866.886,3.0,0.0,15.6,10.0
2008-10-18,2239.19,4.0,0.0,14.4,6.1
2008-10-19,1971.934,3.6,0.0,12.8,5.6
2008-10-20,1667.554,2.1,0.0,15.6,5.0
2008-10-21,2063.716,3.8,0.3,16.1,7.2
2008-10-22,1646.01,4.3,0.0,11.7,5.0
2008-10-23,1830.494,2.3,0.0,11.7,4.4
2008-10-24,2133.226,1.4,0.0,13.9,3.9
2008-10-25,1523.156,3.8,23.9,18.3,11.7
2008-10-26,523.492,2.4,0.0,16.7,8.9
2008-10-27,523.892,1.9,2.0,17.8,7.8
2008-10-28,1327.29,5.0,48.8,8.3,3.9
2008-10-29,1612.576,4.2,0.0,7.8,3.3
2008-10-30,1098.6,3.1,0.0,8.9,2.2
2008-10-31,1285.832,2.6,0.0,16.1,4.4
2008-11-01,830.498,2.0,0.0,18.9,10.0
2008-11-02,910.614,3.5,0.0,10.0,3.3
2008-11-03,847.6,0.7,0.3,14.4,7.2
2008-11-04,1562.316,0.6,0.0,17.2,9.4
2008-11-05,3134.93,4.1,7.4,17.8,12.2
2008-11-06,1588.438,4.7,3.3,16.7,14.4
2008-11-07,1619.184,1.2,0.0,17.8,14.4
2008-11-08,1733.138,2.3,7.6,15.6,11.7
2008-11-09,2578.538,3.0,0.0,13.3,8.3
2008-11-10,2091.88,3.9,0.0,10.6,5.6
2008-11-11,2455.95,3.1,0.0,10.6,2.8
2008-11-12,2186.494,1.5,0.0,10.0,4.4
2008-11-13,1238.46,2.3,13.5,14.4,7.2
2008-11-14,1621.738,1.4,2.5,17.8,13.9
2008-11-15,3031.628,2.9,18.8,19.4,14.4
2008-11-16,2365.432,5.0,3.8,15.6,4.4
2008-11-17,1523.636,2.9,0.0,8.3,2.2
2008-11-18,1749.05,3.7,0.0,5.0,-1.7
2008-11-19,1840.238,3.4,0.0,2.8,-3.3
2008-11-20,1692.336,2.6,0.0,3.3,-1.1
2008-11-21,1673.93,3.1,0.0,3.3,-3.9
2008-11-22,1711.368,4.7,0.0,0.0,-5.0
2008-11-23,3405.324,2.7,0.0,2.2,-4.4
2008-11-24,3212.998,3.3,4.1,10.0,0.6
2008-11-25,2702.85,2.7,10.4,8.3,2.2
2008-11-26,1515.954,3.0,0.0,7.2,2.2
2008-11-27,2362.218,2.6,0.0,6.7,1.7
2008-11-28,1885.964,3.3,0.0,9.4,3.9
2008-11-29,2434.668,2.4,0.0,7.8,1.7
2008-11-30,2401.388,4.7,18.3,6.1,2.2
2008-12-01,1616.538,3.8,2.8,12.8,6.1
2008-12-02,1793.444,3.1,0.0,7.2,1.7
2008-12-03,1755.164,2.8,0.0,5.6,0.0
2008-12-04,1738.638,3.3,0.8,10.0,3.9
2008-12-05,2058.618,2.2,0.0,5.0,0.0
2008-12-06,2523.836,2.2,0.5,2.2,-2.2
2008-12-07,2466.74,4.8,0.0,2.2,-6.7
2008-12-08,1868.636,3.3,0.0,-1.1,-7.2
2008-12-09,2003.144,3.3,0.0,14.4,-1.1
2008-12-10,2111.02,3.7,6.9,18.3,6.1
2008-12-11,1432.522,5.3,59.7,6.1,2.8
2008-12-12,1815.534,4.0,23.6,6.7,0.0
2008-12-13,1825.574,3.3,0.0,0.0,-2.8
2008-12-14,2002.12,2.9,0.0,9.4,-1.7
2008-12-15,1795.45,3.0,0.3,19.4,8.9
2008-12-16,1797.09,3.4,7.1,14.4,-1.1
2008-12-17,2098.786,3.1,10.7,5.6,0.0
2008-12-18,1736.94,1.8,0.0,5.6,2.2
2008-12-19,1882.112,4.6,23.6,2.8,-1.7
2008-12-20,2242.502,3.9,1.0,-0.6,-5.6
2008-12-21,2643.61,4.3,14.7,2.8,-3.9
2008-12-22,2015.808,6.2,0.0,-2.8,-10.6
2008-12-23,1798.088,2.6,0.0,-0.6,-7.8
2008-12-24,1269.638,3.2,11.7,14.4,-0.6
2008-12-25,1061.118,4.4,3.3,13.9,0.6
2008-12-26,1223.732,2.3,0.5,5.0,0.0
2008-12-27,2972.164,2.3,0.0,8.9,5.0
2008-12-28,1570.642,4.2,0.0,18.3,8.3
2008-12-29,555.278,3.2,0.0,8.3,2.8
2008-12-30,1195.238,4.3,0.0,6.1,0.6
2008-12-31,1964.188,5.8,1.0,1.7,-7.8
2009-01-01,1406.692,5.0,0.0,-3.3,-9.4
2009-01-02,2327.51,2.8,0.0,1.1,-5.0
2009-01-03,1913.496,4.5,0.0,3.3,-1.7
2009-01-04,1939.994,3.4,0.0,5.6,-3.9
2009-01-05,1604.0,3.1,0.0,6.1,3.3
2009-01-06,1689.862,3.0,2.0,3.3,-0.6
2009-01-07,2080.272,4.7,30.2,3.3,-0.6
2009-01-08,1633.27,5.1,0.0,3.3,-1.7
2009-01-09,1788.702,4.3,0.0,0.0,-3.3
2009-01-10,2102.948,3.0,3.6,-1.1,-5.0
2009-01-11,1975.988,3.1,4.8,-0.6,-4.4
2009-01-12,1589.278,2.8,0.0,0.6,-6.1
2009-01-13,2182.6,2.4,0.0,5.0,-2.2
2009-01-14,1776.282,3.8,0.0,2.2,-8.9
2009-01-15,1564.068,3.4,1.3,-5.6,-9.4
2009-01-16,2766.554,4.1,0.0,-8.9,-12.8
2009-01-17,3317.82,2.5,0.0,-5.6,-14.4
2009-01-18,3154.194,2.4,4.6,1.7,-5.6
2009-01-19,1699.866,1.0,4.6,0.6,-3.3
2009-01-20,1738.028,2.7,0.0,-1.7,-7.2
2009-01-21,1739.434,3.7,0.0,-3.3,-8.3
2009-01-22,1237.356,3.0,0.0,2.8,-6.7
2009-01-23,1910.536,2.2,0.0,8.3,-0.6
2009-01-24,2200.77,5.1,0.0,7.8,-8.3
2009-01-25,2843.664,2.8,0.0,-2.8,-10.6
2009-01-26,1674.472,2.2,0.0,-1.7,-7.2
2009-01-27,1425.03,1.9,0.0,-1.7,-3.9
2009-01-28,2721.734,4.3,24.6,5.0,-4.4
2009-01-29,1573.698,3.8,0.0,2.2,-3.3
2009-01-30,2059.038,3.0,0.0,1.7,-3.3
2009-01-31,3312.852,3.8,0.0,-2.8,-6.7
2009-02-01,1807.46,3.4,0.0,11.1,-3.3
2009-02-02,1603.3,2.3,0.0,11.7,1.1
2009-02-03,1868.39,3.6,8.9,1.1,-3.9
2009-02-04,2460.924,3.4,0.0,-1.1,-8.3
2009-02-05,1649.088,4.3,0.0,-5.0,-11.1
2009-02-06,2048.396,2.4,0.0,0.0,-9.4
2009-02-07,3131.536,1.7,0.0,10.0,-2.2
2009-02-08,2182.866,4.3,0.0,14.4,3.3
2009-02-09,1706.638,2.6,0.0,7.2,0.6
2009-02-10,1943.822,1.7,0.0,10.0,1.7
2009-02-11,2639.39,2.0,0.8,18.3,7.2
2009-02-12,1968.66,6.0,3.0,13.9,6.7
2009-02-13,1690.022,5.4,0.0,6.7,-0.6
2009-02-14,2332.594,2.8,0.0,5.0,-2.2
2009-02-15,1586.032,3.2,0.0,5.6,-2.2
2009-02-16,1318.994,2.4,0.0,4.4,-2.2
2009-02-17,781.698,2.2,0.0,4.4,-4.4
2009-02-18,826.45,2.5,8.1,6.7,0.0
2009-02-19,737.268,4.1,0.0,10.0,-2.8
2009-02-20,1880.736,6.1,0.0,0.6,-5.0
2009-02-21,1316.184,3.4,0.0,5.6,-3.3
2009-02-22,2238.478,4.0,1.8,6.7,-0.6
2009-02-23,2733.656,6.0,0.0,1.1,-4.4
2009-02-24,1783.144,4.3,0.0,2.8,-5.6
2009-02-25,1169.844,1.9,0.0,5.6,-4.4
2009-02-26,1156.852,2.1,0.0,10.0,1.7
2009-02-27,2028.918,3.6,1.0,16.1,6.1
2009-02-28,1630.75,4.2,0.0,12.2,-0.6
2009-03-01,2467.626,4.4,3.8,2.2,-2.2
2009-03-02,1477.442,4.9,12.4,-2.2,-8.9
2009-03-03,1848.952,5.2,0.0,-3.3,-11.1
2009-03-04,1842.13,2.6,0.0,1.1,-7.8
2009-03-05,1441.812,1.8,0.0,6.1,-2.2
2009-03-06,1783.474,3.6,0.3,12.8,3.3
2009-03-07,1696.466,2.0,0.0,21.1,10.6
2009-03-08,2357.166,3.2,0.0,17.8,9.4
2009-03-09,1685.556,3.5,2.5,9.4,3.3
2009-03-10,1836.21,2.3,0.3,8.3,2.8
2009-03-11,2405.904,3.3,0.0,14.4,5.0
2009-03-12,1887.26,4.1,0.0,6.7,0.0
2009-03-13,1445.52,2.8,0.0,4.4,-2.8
2009-03-14,2149.028,2.2,0.0,10.6,0.0
2009-03-15,1942.062,1.0,0.0,10.6,5.6
2009-03-16,1334.732,2.8,0.0,8.3,4.4
2009-03-17,1931.91,2.6,0.0,12.8,2.2
2009-03-18,1450.68,3.6,0.0,17.8,5.0
2009-03-19,1191.532,2.0,3.3,11.7,5.6
2009-03-20,1463.906,3.4,1.0,7.8,0.6
2009-03-21,1930.022,3.0,0.0,9.4,-0.6
2009-03-22,1689.17,3.8,0.0,12.2,1.7
2009-03-23,1296.45,3.9,0.0,6.7,-1.7
2009-03-24,1661.712,3.6,0.0,10.0,-2.8
2009-03-25,1838.774,2.5,0.0,11.1,1.7
2009-03-26,1211.004,2.1,10.2,7.2,5.6
2009-03-27,1713.926,2.1,0.0,17.2,6.7
2009-03-28,2260.976,3.5,1.3,14.4,6.7
2009-03-29,2216.65,3.4,9.4,11.1,5.6
2009-03-30,1477.452,5.4,0.0,11.7,5.0
2009-03-31,1823.482,3.2,0.0,15.6,3.3
2009-04-01,1641.14,3.0,9.1,9.4,6.1
2009-04-02,1644.334,2.5,0.3,17.8,6.7
2009-04-03,1363.26,3.7,23.1,16.1,8.9
2009-04-04,2191.232,6.6,0.0,12.2,8.3
2009-04-05,1375.716,3.4,0.0,18.3,7.2
2009-04-06,1452.634,2.8,14.2,12.8,7.2
2009-04-07,1440.092,4.3,0.0,9.4,3.9
2009-04-08,1534.6,2.8,0.0,8.9,1.7
2009-04-09,1890.472,2.2,0.0,17.2,5.0
2009-04-10,1842.114,2.2,0.0,15.0,7.2
2009-04-11,2462.446,3.8,14.2,10.0,5.0
2009-04-12,2141.012,4.4,0.0,9.4,2.2
2009-04-13,1598.624,2.9,0.0,13.9,1.1
2009-04-14,1501.538,4.0,4.3,11.1,5.6
2009-04-15,1216.062,4.2,5.1,13.9,5.6
2009-04-16,1564.524,3.0,0.0,17.8,6.7
2009-04-17,2042.81,1.6,0.0,21.7,5.6
2009-04-18,1512.266,2.1,0.0,26.1,12.2
2009-04-19,1286.468,3.6,0.0,17.2,8.3
2009-04-20,1486.51,5.3,45.5,10.0,5.6
2009-04-21,1894.598,3.0,2.3,15.0,8.9
2009-04-22,1496.198,2.4,1.0,13.3,8.3
2009-04-23,1141.46,3.8,0.0,13.9,6.1
2009-04-24,1194.048,1.8,0.0,22.2,8.3
2009-04-25,2022.284,2.0,0.0,31.1,11.1
2009-04-26,1781.626,1.8,0.0,33.3,19.4
2009-04-27,1351.628,2.7,0.0,28.9,14.4
2009-04-28,1706.386,4.0,0.0,32.2,20.6
2009-04-29,1664.68,3.3,0.0,20.6,9.4
2009-04-30,1834.762,1.9,0.0,16.1,8.9
2009-05-01,1512.802,3.1,10.7,21.7,11.7
2009-05-02,1393.91,2.2,2.8,20.0,12.2
2009-05-03,1608.878,1.4,10.4,15.6,11.1
2009-05-04,1667.882,2.0,8.9,13.9,10.6
2009-05-05,1731.474,4.1,7.9,12.2,10.6
2009-05-06,1349.902,2.2,29.2,18.3,9.4
2009-05-07,1012.648,1.5,26.9,21.1,10.6
2009-05-08,1857.156,1.3,0.0,23.3,13.3
2009-05-09,1261.352,2.1,15.7,24.4,14.4
2009-05-10,1966.552,4.5,0.0,21.1,12.2
2009-05-11,1517.176,2.1,0.0,18.9,10.0
2009-05-12,1625.956,1.5,0.0,20.6,10.0
2009-05-13,1246.398,2.4,0.0,19.4,9.4
2009-05-14,1606.984,3.4,1.3,19.4,13.3
2009-05-15,1422.226,1.3,0.0,24.4,15.6
2009-05-16,2007.378,2.2,4.1,21.7,14.4
2009-05-17,1543.764,2.9,1.0,18.9,11.1
2009-05-18,1209.906,2.3,0.0,14.4,9.4
2009-05-19,1617.344,1.9,0.0,20.6,6.1
2009-05-20,1307.162,2.2,0.0,27.8,11.1
2009-05-21,1575.15,3.0,0.0,30.0,15.6
2009-05-22,1074.806,2.8,0.0,28.9,16.7
2009-05-23,1530.598,,0.0,22.8,15.6
2009-05-24,1287.786,,0.0,28.3,15.6
2009-05-25,1354.096,,0.0,27.2,17.2
2009-05-26,1337.674,,0.0,18.9,11.7
2009-05-27,1544.292,1.0,0.0,18.3,11.7
2009-05-28,1179.736,0.1,1.5,16.1,13.3
2009-05-29,1242.846,0.7,10.9,23.3,12.8
2009-05-30,1659.106,,0.0,25.0,15.6
2009-05-31,956.89,,0.0,27.2,13.9
2009-06-01,1443.26,2.3,0.0,21.7,10.0
2009-06-02,1090.638,1.8,1.5,26.7,16.1
2009-06-03,1356.578,1.6,12.7,22.2,12.2
2009-06-04,1035.66,1.1,13.7,20.0,12.8
2009-06-05,1230.36,3.2,23.9,15.6,12.8
2009-06-06,1475.45,1.6,0.0,24.4,13.9
2009-06-07,1207.392,1.9,0.0,27.8,17.2
2009-06-08,1178.776,2.6,0.5,23.9,16.7
2009-06-09,1332.85,2.3,46.5,21.7,15.6
2009-06-10,1602.996,2.7,0.0,19.4,15.0
2009-06-11,1300.65,2.9,4.1,17.8,15.0
2009-06-12,1101.732,1.3,15.5,26.7,16.7
2009-06-13,14.218,1.9,3.3,22.8,16.1
2009-06-15,771.908,1.4,12.7,22.2,13.9
2009-06-16,1508.792,2.6,0.0,21.1,13.3
2009-06-17,988.016,2.2,0.0,20.0,12.8
2009-06-18,1165.7,2.8,58.4,17.8,15.6
2009-06-19,1086.866,1.4,0.0,25.0,17.2
2009-06-20,1107.1,1.6,7.1,21.7,17.2
2009-06-21,855.142,2.8,11.4,25.6,17.2
2009-06-22,1094.098,3.3,0.0,23.9,18.3
2009-06-23,1039.214,2.3,0.0,26.7,18.9
2009-06-24,1534.874,1.2,7.6,24.4,18.3
2009-06-25,771.362,1.3,0.0,26.7,17.8
2009-06-26,1277.322,,18.5,28.3,17.8
2009-06-27,1709.052,,0.5,27.2,17.2
2009-06-28,1059.394,,0.0,27.8,17.8
2009-06-29,1010.134,2.4,0.0,27.2,18.3
2009-06-30,1192.446,1.6,16.8,28.9,18.3
2009-07-01,1218.342,2.3,0.0,27.2,18.9
2009-07-02,1242.578,1.9,15.2,24.4,18.9
2009-07-03,864.148,2.2,0.0,25.6,18.3
2009-07-04,1238.568,3.2,0.0,26.1,18.9
2009-07-05,1410.736,2.0,0.0,26.1,16.1
2009-07-06,954.26,1.7,0.0,28.3,17.2
2009-07-07,1110.136,2.3,3.3,26.1,16.1
2009-07-08,1234.4,2.2,0.0,25.0,14.4
2009-07-09,846.252,3.5,0.0,22.8,16.1
2009-07-10,1187.118,2.0,0.0,25.6,15.6
2009-07-11,993.968,2.5,8.4,25.6,17.2
2009-07-12,513.478,2.2,0.5,27.2,17.8
2009-07-13,496.746,1.4,0.0,26.1,16.1
2009-07-14,911.43,2.2,0.0,26.1,16.1
2009-07-15,718.074,1.6,0.0,27.8,17.2
2009-07-16,599.554,2.2,0.0,28.9,21.1
2009-07-17,731.808,1.9,5.3,30.0,20.0
2009-07-18,966.41,2.9,0.5,28.3,20.0
2009-07-19,1203.644,2.1,0.0,27.2,17.8
2009-07-20,662.486,2.0,0.0,27.2,19.4
2009-07-21,813.7620000000001,2.8,29.0,21.7,17.8
2009-07-22,739.532,1.3,0.0,27.8,17.8
2009-07-23,1030.0,3.4,9.9,25.0,17.8
2009-07-24,561.738,2.1,0.5,25.6,17.2
2009-07-25,536.688,2.2,0.0,28.3,18.9
2009-07-26,543.016,2.1,36.1,28.9,19.4
2009-07-27,688.566,1.7,15.2,28.3,20.0
2009-07-28,902.85,1.3,0.0,29.4,21.7
2009-07-29,902.0,2.2,38.6,28.3,21.1
2009-07-30,792.326,2.4,0.0,29.4,22.2
2009-07-31,975.83,2.1,18.0,29.4,19.4
2009-08-01,706.966,1.9,0.0,28.3,18.3
2009-08-02,489.724,2.4,26.7,23.3,19.4
2009-08-03,500.298,1.0,0.0,28.9,21.1
2009-08-04,508.892,1.9,0.0,28.3,20.0
2009-08-05,518.652,1.8,0.0,29.4,22.8
2009-08-06,532.672,1.3,0.0,25.0,18.9
2009-08-07,539.296,2.2,0.0,26.1,17.8
2009-08-08,526.472,2.1,0.0,25.6,17.2
2009-08-09,998.234,1.5,0.3,26.1,21.1
2009-08-10,1069.358,2.7,13.2,32.8,20.0
2009-08-11,950.954,2.1,0.0,30.6,24.4
2009-08-12,824.436,2.9,0.0,26.1,21.7
2009-08-13,606.842,2.6,0.5,22.2,20.0
2009-08-14,748.676,1.2,0.0,30.0,19.4
2009-08-15,1514.062,1.4,0.0,31.1,21.1
2009-08-16,1217.712,1.5,0.0,32.8,22.8
2009-08-17,785.908,1.7,0.0,33.3,23.9
2009-08-18,1080.598,2.2,16.3,32.2,20.0
2009-08-19,880.742,1.8,0.0,32.2,21.7
2009-08-20,775.722,1.4,0.0,31.7,23.9
2009-08-21,1161.746,2.2,3.3,31.7,22.2
2009-08-22,1548.738,1.3,18.8,27.2,21.1
2009-08-23,1066.708,0.8,0.5,28.9,22.8
2009-08-24,1252.254,1.4,0.0,27.8,20.6
2009-08-25,943.61,1.5,0.0,28.3,20.6
2009-08-26,1136.546,2.5,0.8,29.4,21.1
2009-08-27,749.466,1.6,0.0,25.6,19.4
2009-08-28,1118.842,2.6,13.0,22.2,17.8
2009-08-29,1388.414,2.4,14.0,22.2,19.4
2009-08-30,1668.342,2.4,0.0,27.2,18.9
2009-08-31,1265.522,2.2,0.0,22.2,16.7
2009-09-01,980.536,1.7,0.0,23.3,13.9
2009-09-02,1222.814,1.0,0.0,25.0,13.9
2009-09-03,1251.188,1.6,0.0,25.6,16.1
2009-09-04,1024.388,1.8,0.0,28.3,16.7
2009-09-05,1513.866,1.6,0.0,28.9,20.6
2009-09-06,1228.63,4.0,0.0,23.9,17.2
